#,Time,Source MAC,Destination MAC,Source IP,Destination IP,Protocol,Source Port,Destination Port,Length,TTL,TCP Flags,UDP Length,UDP Checksum,HTTP Method,HTTP Host,HTTP Path,HTTP Status,DNS ID,DNS QR,DNS Opcode,DNS QName,DNS QType,DNS AnsName,DNS AnsRData,DNS AnsType,ICMP Type,ICMP Code,ARP Opcode,ARP HW Src,ARP IP Src,ARP HW Dst,ARP IP Dst,DHCP Msg Type,SNMP Community,SNMP PDU Type,SNMP ReqID,SNMP OID,SNMP Value,TLS Content Type,TLS Version,TLS Handshake Type
350,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0x90ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0x25e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,187,58,,153,0x83e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1285,58,,1251,0x4f25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0x5a42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0xab70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0x9adf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0xf869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0x2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0xdb5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0x8e83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0xd0f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0xe6ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,2025-05-13 23:23:45,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.34,172.217.138.70,UDP,54438,443,74,128,,40,0xf923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0x521b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2025-05-13 23:23:45,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,172.217.138.70,192.168.1.34,UDP,443,54438,1292,58,,1258,0x3587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
