timestamp,source_mac,destination_mac,source_ip,destination_ip,source_port,destination_port,protocol,length,ttl,tcp_flags,tcp_window,icmp_type,icmp_code,dns_query,http_method,http_host,http_path,packet_direction
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,231.254.68.134,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,231.254.68.134,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,231.254.68.134,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,231.254.68.134,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,231.254.68.134,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,231.254.68.134,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,231.254.68.134,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,231.254.68.134,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,231.254.68.134,192.168.1.33,N/A,N/A,6,72,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,104.18.18.125,2512,443,TCP,415,128,PSH ACK,64087,N/A,N/A,N/A,N/A,N/A,N/A,Outbound
2025-05-22 01:01:18,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,104.18.18.125,2512,443,TCP,85,128,PSH ACK,64087,N/A,N/A,N/A,N/A,N/A,N/A,Outbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,55.105.155.234,192.168.1.33,9239,8080,TCP,130,64,FIN SYN,8192,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,104.18.18.125,192.168.1.33,443,2512,TCP,60,58,ACK,65535,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,55.105.155.234,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,55.105.155.234,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,55.105.155.234,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,55.105.155.234,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,55.105.155.234,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,104.18.18.125,192.168.1.33,443,2512,TCP,135,58,PSH ACK,65535,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,55.105.155.234,192.168.1.33,N/A,N/A,6,130,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inbound
2025-05-22 01:01:18,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,104.18.18.125,2512,443,TCP,54,128,ACK,64006,N/A,N/A,N/A,N/A,N/A,N/A,Outbound
